Filenames,Depths,White percents
E:\OneDrive - University of Virginia\Will M\Undergraduate Research Courses-Grants\05_Spring_2026\Computational_Biomedical_BME_2315\Module-3-Fibrosis\chosen images\MASK_SK658 Slobe ch010147.jpg,15,1.9200801849365234
E:\OneDrive - University of Virginia\Will M\Undergraduate Research Courses-Grants\05_Spring_2026\Computational_Biomedical_BME_2315\Module-3-Fibrosis\chosen images\MASK_SK658 Slobe ch010149.jpg,1000,1.9887924194335938
E:\OneDrive - University of Virginia\Will M\Undergraduate Research Courses-Grants\05_Spring_2026\Computational_Biomedical_BME_2315\Module-3-Fibrosis\chosen images\MASK_SK658 Slobe ch010156.jpg,3000,0.9076118469238281
E:\OneDrive - University of Virginia\Will M\Undergraduate Research Courses-Grants\05_Spring_2026\Computational_Biomedical_BME_2315\Module-3-Fibrosis\chosen images\MASK_SK658 Slobe ch010157.jpg,5300,1.3451337814331055
E:\OneDrive - University of Virginia\Will M\Undergraduate Research Courses-Grants\05_Spring_2026\Computational_Biomedical_BME_2315\Module-3-Fibrosis\chosen images\MASK_SK658 Slobe ch010158.jpg,7000,1.4254570007324219
E:\OneDrive - University of Virginia\Will M\Undergraduate Research Courses-Grants\05_Spring_2026\Computational_Biomedical_BME_2315\Module-3-Fibrosis\chosen images\MASK_SK658 Slobe ch010159.jpg,9900,1.4168262481689453
